id;text_para;pre_na;pre_0
817286;"We are in the process of refining the methodology to be used to measure the ""poverty focus"" of the Community's development assistance, and we must consider the different dimensions of the agreed strategy, but clearly priority attention has to be given in the allocation of resources to the least developed countries and other low-income countries. In the case of middle-income countries, a concentration of efforts is needed on countries in which the proportion of poor people remains high.";NA;NA
1021133;"In 2013 trade flows between the EU and Colombia recorded a total amount of €13.6 bn (€ 5.8bn exports and € 7.7bn imports) making Colombia the 5th trading partner in Latin America (LA), while the trade flows with Peru reached €8.8 bn (€ 3.5bn exports; € 5.3bn imports; 6th trading partner in LA). As regards services, in 2012 the EU exported € 2.4bn to Colombia, € 1.8bn to Peru and € 1bn to Ecuador, while it imported € 1.1bn, € 0.9bn and € 0.4, respectively from those same countries. Trade with Bolivia is worth about €1.2 bn.";NA;NA
879531;The Temporary Crisis and Transition Framework complements the ample possibilities for Member States to design measures in line with existing EU State aid rules. For example, EU State aid rules enable Member States to help companies cope with liquidity shortages and needing urgent rescue aid. Furthermore, Article 107(2)(b) of the Treaty on the Functioning of the European Union enables Member States to compensate companies for the damage directly caused by an exceptional occurrence, such as that caused by the current crisis.;NA;NA
1667393;Vice-President Maroš Šefčovič welcomed a vote today (11) in the European Parliament's Constitutional Affairs Committee which brings greater rights for Europe's citizens to access EU documents a step closer. The Committee backed an opinion by Ms Anneli Jäätteenmäki MEP, recommending the adoption of a Commission proposal that would extend existing rights on public access to documents to all institutions, bodies, offices and agencies of the European Union. The proposal would bring current rules into line with the Lisbon Treaty.;NA;NA
1605567;The Commission reiterated its support for global and interoperable Information and Communication Technologies (ICT) standards and urged the Chinese authorities to ensure a fair, reciprocity-based business environment in the digital field. It also conveyed its concern about the difficulties faced by EU companies in China to make use of their industrial data, as a result of the application of recent legislation. Discussions on this matter will continue at the High-level Economic Dialogue with a view to finding concrete solutions.;NA;NA
1393154;"The present communication addresses the second issue, i.e. the level of representation of new Member States. It proposes an objective and transparent approach based on the following principles: the approach used must provide for fair and balanced representation of new Member States in the Commission staff; the recruitment procedures must ensure a high level of staff qualifications which will facilitate integration of new personnel; and, in achieving balanced representation, the principles of equal treatment and gender balance will be applied.";NA;NA
1374439;"In 2000 the Council adopted two Directives to combat discrimination on the basis of Article 13 of the Treaty. The deadline for transposition into national law for the Directive on equal treatment irrespective of race or ethnic origin was 19 July 2003; for equal treatment in employment and occupation (covering religion, belief, age, disability, sexual orientation) it is 2 December 2003 (and the possibility of extending that deadline to 2006 for the provisions on age and disability). Candidates must transpose the directives before the accession date of 1 May 2004.";NA;NA
937770;All in all, 17 Member States have increased their ODA in nominal terms compared to 2018: Austria, Croatia, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Greece, Hungary, Ireland, Latvia, Luxembourg, Malta, Romania, Slovenia, Spain as well as the UK. The following Member States increased their ODA/GNI ratio by at least 0.01 percentage points: Austria, Cyprus, Finland, France, Luxembourg and Malta. However, the ODA to GNI ratio decreased in 8 Member States by at least 0.01: Belgium, Estonia, Germany, Lithuania, the Netherlands, Poland, Portugal and Sweden.;NA;NA
754063;The current Information Society Technologies (IST) programme, under the Fifth Framework Programme, builds on the success and results of the previous Telematics programme. The IST programme is continuing research in technologies and applications systems aimed at safer, cleaner and more efficient transport, with research focussing on intelligent safety and Advanced Driver Assistance Systems and supporting technologies. The Intelligent Vehicle cluster of the IST Programme has over 40 projects, with a total budget of over 150 million € and a Community contribution of over 80 million €.;NA;NA
1528029;The Commission has approved this package and has indicated that the infrastructure aid is not aid within the meaning of Article 92(1) of the Treaty. While it believes that some features of the public aid for the purchase of rolling stock (BFR 4 billion) are tantamount to State aid, the Commission has based its decision on Article 92(3)(b), which states that aid to promote the execution of an important project of common European interest may be considered to be compatible with the common market.;NA;NA
155764;So please allow me to thank Ambassador Ischinger and the Munich Security Conference for their decision to award this year's Prize to the United Nations. First and foremost, with this prize, you honour the organization and its staff. I want to recognize the senior leadership from the United Nations and its Agencies here today. And I want to highlight the commitment and bravery of United Nations staff everywhere, including those who work in humanitarian emergencies, in conflict, and in peace operations.;NA;NA
1481382;"Mr. Erkki Liikanen, Commissioner for the Information Society, states, ""We should not rest on our laurels - more competition is still needed in particular at the local level where incumbent operators remain dominant. Only this way will we be able to grasp the full benefits of the development of the Internet in Europe"". Already now, the Information Society contributes substantially to economic growth, competitiveness and job creation. For example, 1 in 4 of every new job in Europe is created in the Information Society industries.";NA;NA
799527;Whilst one must pose this question, it nevertheless seems to me that neither the market nor self-regulation are sufficient or appropriate to achieve the aim as laid down in the Treaty of promoting cultural diversity. For smaller countries and language groups, the market is simply too small to sustain certain kinds of audiovisual production. Therefore the need for specific measures to promote the production and distribution of European electronic content and audiovisual works in particular will remain for the foreseeable future.;NA;NA
1024057;The territories concerned by the redundancies are the regions of Central Macedonia and Attica. In the last quarter of 2013, the unemployment rate in Attica was 28.2 % whilst in Central Macedonia it was 30.3 %. Furthermore, there are few job vacancies in both territories compared to the high number of job seekers. As a result, more than 70 % of the unemployed have been unemployed for more than 12 months. In Central Macedonia the situation of young job-seekers is particularly dramatic, since the youth unemployment rate there is 60.4 %.;NA;NA
1666217;The European Commission has decided to refer Italy to the Court of Justice of the European Union because it considers that certain provisions of Italian law which grants the Italian State special powers in privatised companies operating in strategic sectors, such as telecommunications and energy, constitute unjustified restrictions on the free movement of capital and the right of establishment (Articles 63 and 49 TFEU). One or more of these special powers have been introduced in the statutes of ENEL, ENI, Telecom Italia and Finmeccanica.;NA;NA
1266509;The plan submitted by the UK authorities provides for a reduction in Northern Rock's lending operations and in the size of its balance sheet. Over the period of the plan, the bank would repay the loans made by the Bank of England and the UK Government guarantees on its funding operations in the deposit and wholesale funding markets would gradually be phased out. The bank would need to find funding from other sources, notably by rebuilding the level of its retail deposits.;NA;NA
191866;The platform is a unique tool to discover and explore, a window to other countries and cultures. I encourage you to use it to help us build a more cohesive Europe. For your next project, maybe choose a European country you know less about, go beyond your geographical neighbours. This can have a big impact – after all, nothing can compare with the experience you give young people by enabling them to have direct contacts and exchanges with their peers from other Member States.;NA;NA
459;The challenges that Delors faced were unique and yet not so distant from those we face today. In this Belgian Presidency, we will also have to focus on restoring our economic competitiveness, reforming our Union and unifying our continent. So once again, we should take inspiration from Jacques Delors. Whatever the difficulties we face, however severe they might appear, we should always remember his advice to future generations: « La Grande Europe a son avenir devant elle. N'ayez pas peur, nous y arriverons. »;NA;NA
1589901;All Member States have to allocate at least 25% of their ESF+ resources to social inclusion. Member States with a level of child poverty above the EU average should use at least 5% of their ESF+ resources to address this issue. All other Member States must allocate an appropriate amount of their ESF+ resources to targeted actions to combat child poverty and the Commission urges Member States to use this and other existing funding opportunities to further increase investments in the fight against child poverty.;NA;NA
1014593;The European Commission has opened an in-depth investigation to ascertain whether specific deficit financing measures granted by the Brussels public authorities only to the public IRIS hospitals in the Brussels Capital region and not to private hospitals in the region, are in line with EU state aid rules. The opening of an in-depth investigation gives the Belgian authorities, the complainants and other interested third parties an opportunity to submit their comments. It does not prejudge the final outcome of the investigation.;NA;NA
1644943;The European Commission has opened an in-depth investigation to ascertain whether specific deficit financing measures granted by the Brussels public authorities only to the public IRIS hospitals in the Brussels Capital region and not to private hospitals in the region, are in line with EU state aid rules. The opening of an in-depth investigation gives the Belgian authorities, the complainants and other interested third parties an opportunity to submit their comments. It does not prejudge the final outcome of the investigation.;NA;NA
952462;The initiative applies to all ePrescriptions prescribed in Finland and to the Estonian pharmacies that have signed the agreement. The novelty of this initiative is that the ePrescriptions are visible electronically to participating pharmacists in the receiving country via the new eHealth Digital Service Infrastructure, without the patient having to provide a written prescription. This is in line with our policy on Digital Health and Care, which aims to empower patients by giving access to their health data and ensuring continuity of care.;NA;NA
1494261;In monitoring its initial decision, the Commission discovered that further capital injections amounting to ITL 133 billion had been made into Enirisorse in 1997, this new capital having been used, amongst other things, to cover the operating costs of Pertusola Sud and the other costs involved in winding up Enirisorse. However, the restructuring plan notified to the Commission did not include these new capital injections, which were not therefore covered by the April 1997 decision. Since they were not notified to the Commission, they were illegal.;NA;NA
28;The regional taskforce will concentrate on the year ahead and provide specific regional expertise and know-how to develop and implement the REPowerEU action plan to reduce dependency on Russian fossil fuels, fill storage ahead of next winter and further accelerate the decarbonisation of the energy sector. It will support and coordinate implementation of the joint preparedness plans in the region, including international purchase, storage and interconnections – thus contributing to the security of supply in Bulgaria, the region, the energy community and beyond.;NA;NA
1184603;In a meeting of the European Bank Coordination Initiative held on 22 July 2010 in Brussels, the parent banks of the nine largest foreign-owned banks operating in Romania reaffirmed the support to their Romanian affiliates. These commitments, along with the multilateral financial assistance package, are helping Romania consolidate investor confidence and return the economy to a sustainable growth path. Participants agreed that the strengthening of Romania's external position allows for a degree of flexibility concerning the exposure commitments to 95% compared to end-March 2009.;NA;NA
1676976;In a meeting of the European Bank Coordination Initiative held on 22 July 2010 in Brussels, the parent banks of the nine largest foreign-owned banks operating in Romania reaffirmed the support to their Romanian affiliates. These commitments, along with the multilateral financial assistance package, are helping Romania consolidate investor confidence and return the economy to a sustainable growth path. Participants agreed that the strengthening of Romania's external position allows for a degree of flexibility concerning the exposure commitments to 95% compared to end-March 2009.;NA;NA
1128360;"Catherine Ashton said: ""Human rights policy is not just an add-on. It is a silver thread which runs through everything we do. The right to communicate freely is a key part of basic human rights. The Internet and social media have become an important way of promoting freedom of expression. That's why the EU is determined to resist any unjustified restrictions on the Internet and other new media. And that is why I am so pleased to support the 'No Disconnect' strategy.""";NA;NA
1538417;We have then discussed the situation on the island of Ireland. It is very important that the agreement found in the Protocol and the Withdrawal Agreement are in place, because they are the possibility to keep peace and stability on the island of Ireland. So we are willing, as a European Union, to show the utmost flexibility, and we have shown utmost flexibility within the Protocol, but it is important to stick to what we have agreed and signed together, to work with that.;NA;NA
927573;Vice-President for Values and Transparency, Věra Jourová, added: “Media are not only an economic sector, they are a pillar of our democracy. This is why this plan is so important. It builds on our greatest assets, Europe's diversity and talent, and has at its heart the protection of freedom of expression and artistic freedom. We rely on Member States to do their part and use the tools at their disposal to support the sector, while fully respecting its independence and media pluralism.”;NA;NA
1161375;"The decision today to give SHARE the new legal status as a European Research Infrastructure Consortium, or ""ERIC"" for short, will help to ensure the long-term sustainability of SHARE, since ""ERICs"" benefit from a tailor-made legal and governance structure, allowing them to be set up quickly and to operate efficiently. The new status gives such infrastructures the flexibility to adapt their statutes to their needs. The Decision for SHARE provides for a General Assembly, a Management Board and a Scientific Advisory Board.";NA;NA
553119;We have identified ten actions to be taken at national and European level. Let me just mention an example at European level - we launch a Europe-wide initiative to identify job opportunities and forecast skills needed to fill them. We will launch innovative approaches to setting up new businesses, for instance through providing training capital and lower taxes on start-ups. We will launch initiatives anticipating restructuring and learning from best practice. All of this will be done in cooperation with our social partners.;NA;NA
979983;The Commission's objective, under the reformed Common Fisheries Policy, is to have all stocks fished sustainably by respecting the Maximum Sustainable Yield of a fishery. Fishing at Maximum Sustainable Yield (MSY) levels allows the fishing industry to take the highest amount of fish from the sea while keeping fish stocks healthy. The Commission proposes maximum fishing levels on the basis of scientific advice received from the International Council for the Exploration of the Sea (ICES). This year, ICES advice was given for 34 stocks.;NA;NA
1700821;On 11 February, the Italian authorities informed the European Commission of confirmed outbreaks of the highly pathogenic avian influenza virus H5N1 in dead wild swans tested on the eastern coast of Sicily, in Taranto (Puglia) and in Calabria. The confirmatory tests were carried out by the Italian national laboratory for avian influenza in Padua (an accredited EU laboratory and also the reference laboratory of the Food and Agriculture Organisation and the OIE), following preliminary positive tests undertaken by laboratories in Palermo, Portici and Foggia.;NA;NA
1707504;Following the confirmation of a highly pathogenic avian influenza (AI) outbreak in British Columbia (Canada), the European Commission adopted the proposal from European Health and Consumer Protection Commissioner David Byrne to suspend the import of live poultry, poultry meat and products, eggs and pet birds from this country into the European Union with immediate effect until 6 April. Avian influenza is a highly contagious poultry disease that can cause severe economic damage to the poultry industry and can, in exceptional cases, be transmitted to humans.;NA;NA
1966850;Following the confirmation of a highly pathogenic avian influenza (AI) outbreak in British Columbia (Canada), the European Commission adopted the proposal from European Health and Consumer Protection Commissioner David Byrne to suspend the import of live poultry, poultry meat and products, eggs and pet birds from this country into the European Union with immediate effect until 6 April. Avian influenza is a highly contagious poultry disease that can cause severe economic damage to the poultry industry and can, in exceptional cases, be transmitted to humans.;NA;NA
1698747;The European Commission has granted clearance under the EU Merger Regulation to the joint venture in Spain between Fogeca Multiauto S.A. (‘Fogeca', Portugal) and Mapfre Mutualidad de Seguros (‘Mapfre', Spain). The joint venture will be active in the car retailing and after-sales servicing, vehicle insurance, property management, in Spain. Fogeca activities include vehicle assembly, manufacture of car components, vehicle and spare parts retailing. Mapfre is active in the insurance and financial services. The operation was examined under the simplified merger review procedure.;NA;NA
1244558;"This year's annual conference is being held in Prague from 13-15 February 2009. The event is hosting over 400 participants, comprising teachers from across Europe, representatives from eTwinning's central and national support services, and other important stakeholders in school education. The conference will focus on “Creativity and eTwinning” and speakers include Ján Figel', the European Commissioner for Education, Training, Culture and Youth; as well as Dr. Edward de Bono, an expert in lateral thinking, and an Ambassador for the European Year for Creativity and Innovation 2009.";NA;NA
1450501;The network of intermediaries will gradually be extended to produce not only more feedback, but also feedback from a wider range of economic operators, consumers and citizens. In addition to extending the EICs' participation , the Commission will benefit from the experience of other existing networks of contact points such as European European Consumer Information centres (Euroguichets), the European Health Forum, the consultants available for free advice on European Union law in the Commission's Representations (Eurojus) and information centres in its Representations and Delegations.;NA;NA
1562111;Within gold open access, articles can be published in journals where all contributions are open access (fully gold) or in journals where only some of the contributions are openly accessible, while the rest can only be accessed through a traditional subscription system (so called ‘hybrid journals'). On the latter, there is the concern that some publishers ‘double-dip', that is receive one payment to make an article open access, and another for the same article in the form of a subscription to the whole journal.;NA;NA
1562127;Within gold open access, articles can be published in journals where all contributions are open access (fully gold) or in journals where only some of the contributions are openly accessible, while the rest can only be accessed through a traditional subscription system (so called ‘hybrid journals'). On the latter, there is the concern that some publishers ‘double-dip', that is receive one payment to make an article open access, and another for the same article in the form of a subscription to the whole journal.;NA;NA
1358329;The Protocol providing for the new Member States of the European Union to become Parties to the Partnership and Co-operation Agreement was officially initialled yesterday by Mr Michael Leigh, Deputy Director General DG External Relations, and Ambassador Roman Shpek, Representative of Ukraine to the European Union (EU). The initialling launches the procedure for formal signature by Ukraine and the EU of the Protocol, which will ensure provisional application of the PCA to all 25 EU Member States as of 1 May, pending ratification by both sides.;NA;NA
1266921;As well as large scale disasters, these regions, particularly Central America and South East Asia, are frequently hit by small-scale disasters which affect communities which are already very vulnerable, causing considerable damage to their livelihoods. It is important to highlight that, during the recent floods in Vietnam and the Philippines, hurricane Felix in Nicaragua and the earthquake in Kyrgyzstan, communities and local authorities participating in ongoing or previous DIPECHO projects could evacuate and respond faster and in a more organised way, saving many lives.;NA;NA
1599241;The Commission delivers on its commitment to move towards a modern and competitive low-carbon economy. The College of Commissioners adopted proposals which present binding annual greenhouse gas emissions targets for Member States from 2021-2030 for the transport, buildings, agriculture, waste, land-use and forestry sectors. The new framework is based on the principles of fairness, solidarity, cost-effectiveness and environmental integrity. All Member States are concerned, as they will be in the forefront in deciding how to implement the measures to meet the agreed 2030 target.;NA;NA
709595;What I wanted to do today is briefly run you through the main issues on our trade agenda. Top of the list, of course, is the Doha Development Agenda. But I also wanted to say a few words about the ongoing negotiations with our Latin American partners on the EU-Mercosur Free Trade Agreement as well as on how things look trade-wise in the transatlantic relationship, in view of the EU-US Summit that will take place towards the end of the month in Ireland.;NA;NA
1494768;The reimbursable advances, over a maximum of three years, will be paid in 3 tranches: 30% after the signature of the contract, another 30% on the condition that at least 30% of the fund capital was invested in at least 5 small companies. The final payment, up to 40%, will be made on the condition that 60%, of which at least half in seed investments, the fund capital was invested in at least 15 small companies. The second and third payments will be made on the basis of annual reports certified by accountancy firms.;NA;NA
672036;In Europe, as elsewhere, we have come to the conclusion that the intense development of maritime activities is a challenge to the sustainable development and exploitation of sea resources and activities. The poor state of certain fish stocks is, for example, a clear illustration of what I mean. The need to balance development and progress with the preservation of our marine resources and sustainability, has led us again to a clear recognition of the necessity for a comprehensive and co-ordinated approach to oceans and seas.;NA;NA
1422031;Comments on the draft regulation should be sent to the Commission not later than one month after the date of publication in the Official Journal. Once this period has elapsed, the Commission will consider all of the comments received, along with the views of Member States, and of the European Parliament and the Economic and Social Committee. It will then submit the proposal, with any amendments, to the Member States, for a second consultation. The Commission should adopt the definitive text of the Regulation during summer 2002.;NA;NA
1694611;The European Commission has granted clearance under the EU Merger Regulation to the acquisition of sole control of FW No.4 Limited (FW4) and thereby the operating companies of the Focus DIY Group (Focus) of the UK by Promontoria Holding IV B.V. (Promontoria) of The Netherlands, controlled by Cerberus Group (Cerberus) of the US. Cerberus is a private equity investment company. Focus and FW4 are DIY and gardening retailers with business activities limited to the UK. The operation was examined under the simplified merger review procedure.;NA;NA
1694684;The European Commission has granted clearance under the EU Merger Regulation to the acquisition of sole control of FW No.4 Limited (FW4) and thereby the operating companies of the Focus DIY Group (Focus) of the UK by Promontoria Holding IV B.V. (Promontoria) of The Netherlands, controlled by Cerberus Group (Cerberus) of the US. Cerberus is a private equity investment company. Focus and FW4 are DIY and gardening retailers with business activities limited to the UK. The operation was examined under the simplified merger review procedure.;NA;NA
870657;However, in many rural areas considerable adaption is needed. Infrastructure deficiencies, gaps in service provision, shortage of employment and a lack of training facilities are endangering the social and ecological balance. Movement away from rural areas, reduced attractiveness to enterprises, dearth of jobs, all leading to abandonment of the countryside and long-term environmental problems, are the pattern with which we are all too familiar in many parts of rural Europe. The people who live in those rural areas urgently need new opportunities and new jobs.;NA;NA
1502105;"- Aid to cover exceptional costs totalling ESP 149 516 million under Article 5 of the Decision to cover exceptional social expenditure to assist workers who lose their jobs as a result of the measures to restructure, rationalise, modernise and reduce the activity of the Spanish coal industry; complementary aid to cover exceptional costs totalling ESP 24 404 million under Article 5 of the Decision to cover the additional costs of closing down installations as a result of the measures to restructure, rationalise, modernise and reduce the activity of the Spanish coal industry.";NA;NA
1402440;The provisions on the institutional framework, the trade in goods, government procurement, competition and the dispute settlement mechanism will enter into force once the EU-Chile Agreement has been adopted by the Chilean Congress. This also applies to the trade-related elements of the cooperation chapter. The provisions related to political dialogue, services, establishment, current payments and capital movements, intellectual property and cooperation require the ratification by both the European Parliament and the national parliaments of the EU member states before they can enter into force.;NA;NA
1705510;"The European Commission has granted clearance under the Merger Regulation to plans by sports rights agency Sportfive GmbH and HSG Technischer Service GmbH, which provides technical services for buildings and belongs to German construction group Bilfinger und Berger, to create a joint venture which will operate and market the new Frankfurt stadium (""Neues Waldstadion""). The joint venture will be called Stadion Frankfurt Management GmbH. (The operation, which was notified on 6 October 2004, was examined under a simplified procedure given the absence of overlaps between the companies' activities).";NA;NA
694004;The present stage of our history is marked by a seeming paradox. In the past few years, we have advanced by leaps and bounds: just think of the Euro, the Constitutional Convention, and enlargement. At the same time, indifference seems to spread among the people. Perhaps, our citizens are beginning to take Europe as a fact of life—and this is not a bad thing. But there is also the risk that they end up taking Europe for granted—and we have to prevent this from happening.;NA;NA
840833;Let us leave aside for the moment the question of whether military intervention to halt gross and systematic violations of human rights with grave humanitarian consequences can be justified. That is a debate which the European Union and the Commission will pursue vigorously. But at a less dramatic level, it is absolutely certain that national sovereignty does not deny us the right to comment on - and to seek to influence - the poor human rights records in other countries. As I said, this is both inevitable and sensible.;NA;NA
603915;While the challenges lying ahead are complex I am confident that European regional policy is well equipped to meet them. The most important asset which, as I believe, will be turning in the years to come into Union's competitive advantage is the system of multi level governance. The system which, on one hand, fosters economic efficiency and development through the co-operation between the European, national and regional levels, on the other, firmly anchors the policy in the Union's territories and hearts of its citizens.;NA;NA
1705438;The European Commission has granted regulatory clearance, under the Merger Regulation, to a proposed joint venture between Finnish food retailer Kesko Oy and ICA AB, a leading food retailer in Sweden and Norway. The joint venture will procure and sell daily consumer goods in Estonia, Latvia and Lithuania. Although there are some overlaps in the activities of the two companies in Estonia and Latvia, the joint venture will face competition from other players in a market which is in full expansion and presents little barriers to entry.;NA;NA
1693157;The European Commission has granted clearance under the EU Merger Regulation to the acquisition of sole control of parts of the Sempra Energy Group (Sempra Companies) of the US by Royal Bank of Scotland Group Plc (RBS) of the UK in the form of RBS Sempra Commodities LLP, a limited liability partnership to be established under UK law. RBS provides banking services and integrated financial solutions. Sempra Companies are active worldwide in commodities trading and associated activities. The operation was examined under the simplified merger review procedure.;NA;NA
1664708;"Since the presentation of its proposal for the next multiannual financial framework (MFF) last June, the Commission has proposed over 120 changes to simplify the rules governing EU funding for Small and Medium Enterprises, towns and regions, students, scientists and others. Today's communication ""A simplification agenda for the 2014-2020 MFF"" brings them altogether in one single document. The key question now is whether the European Parliament and the Member States are ready to make the life of EU funds' beneficiaries easier by reducing the administrative burden on them.";NA;NA
853375;I can not emphasize too much the great importance we in the Commission place on the good preparation and application of these pre-accession measures as an indication that the applicant countries are capable to act in conformity with Community rules and consequently have the capacity to be full members of the Union. I am convinced that the Commission services with the help of their partners in the applicant countries will be able to develop an appropriate strategy to ensure that these programmes begin on time in January 2000.;NA;NA
519473;Starting with mutual administrative assistance and the launching, in 2006, of a pilot project to test the World Customs Organisation's Safe Framework of Standards, we further extended our cooperation in 2009 with the signature of the Action Plan on IPR enforcement. In this way we have gradually developed a dense network of contacts and activities. EU experts from the European Commission and EU Member States, and Chinese experts now hold regular contacts and work closely to implement the mutual commitments we have entered into under each of those activities.;NA;NA
1401644;An agreement between the European Community and the Government of Hong Kong Special Administrative Region (SAR) of the People's Republic of China on the readmission of persons residing without authorisation has been signed on 27 November 2002 in Brussels. This agreement is the first-ever readmission agreement signed between the European Community and a third country or territory. It will enable Hong Kong and the EC to ensure, on a reciprocal basis, the rapid and effective identification and return of persons illegally entering or remaining in their respective territories.;NA;NA
1710925;An agreement between the European Community and the Government of Hong Kong Special Administrative Region (SAR) of the People's Republic of China on the readmission of persons residing without authorisation has been signed on 27 November 2002 in Brussels. This agreement is the first-ever readmission agreement signed between the European Community and a third country or territory. It will enable Hong Kong and the EC to ensure, on a reciprocal basis, the rapid and effective identification and return of persons illegally entering or remaining in their respective territories.;NA;NA
1974897;An agreement between the European Community and the Government of Hong Kong Special Administrative Region (SAR) of the People's Republic of China on the readmission of persons residing without authorisation has been signed on 27 November 2002 in Brussels. This agreement is the first-ever readmission agreement signed between the European Community and a third country or territory. It will enable Hong Kong and the EC to ensure, on a reciprocal basis, the rapid and effective identification and return of persons illegally entering or remaining in their respective territories.;NA;NA
1724938;According to the preliminary findings from the Office for Democratic Institutions and Human Rights of the Organisation for Security and Cooperation in Europe (OSCE/ODIHR) the elections were competitive and were managed transparently and efficiently, but took place in an environment highly polarized over issues of church, and national identity. The campaign was peaceful despite the frequent confrontational tone. Contestants were able to convey their messages, but OSCE/ODIHR expressed a number of concerns in relation to an undue advantage for the ruling party and unbalanced media coverage.;NA;NA
880373;While the majority of EIC funding is open to all fields of technology, €420 million is earmarked for novel technologies and for SMEs and Startups to tackle challenges supporting directly the European Green Deal, REPowerEU, the Chips Act, future AI Act, Net Zero Industry Act and other EU policies, including the New European Innovation Agenda. In line with the Commission's strategy on economic security, applications in critical areas such as AI and quantum will be screened for foreign ownership and investment safeguards to be applied by the EIC Fund.;NA;NA
944202;Since then, the Commission has worked hand in hand with the rotating Presidencies of the Council, and in close collaboration with the European Parliament, to take the negotiations forward. In line with the conclusions from the European Council meeting of 20 and 21 June 2019, an agreement should be reached before the end of the year. The Commission shares the firm believe that sticking to this timeline is essential, for the hundreds of thousands of students, farmers and researchers across Europe, as well as everybody else who benefits from the EU budget.;NA;NA
1991164;Wildfires have become a pan-European concern. They gravely affect lives, livelihoods and the environment. In total, 20 EU Member States recorded more burned areas than average in 2022. The wildfire risk expanded to areas that have not previously been exposed, moving well beyond the Mediterranean region. This increase in wildfires requires decisive and prompt action also at EU level. I thank all the countries involved in boosting the EU’s response this wildfire season. At the same time, I call upon the Member States to also strengthen wildfire preventive action.;NA;NA
1135545;"""Social business is one of the pockets of untapped potential in our Single Market "" said Internal Market Commissioner Michel Barnier. ""Social business is a good example of an approach to business that is both responsible and contributes to growth and jobs. But we need to ensure all companies, not just social businesses, take their impact on wider society seriously: that's why I also want big multinationals – in particular those in the forest and mining industries - to be more open about what they are paying to governments across the world.""";NA;NA
492680;"Let me give you an example: a major developer, Mainstream Renewable Energy, with licenses to develop six gigawatts in the North Sea has approached us. Now, six gigawatts is a lot of power; maybe equivalent to four nuclear power stations. They reckon that they will be spending a hundred million euro on marine data for the planning, construction and operation phase of their turbines and they do not want to waste time and money searching for the data, negotiating with hundreds of suppliers and patching together inconsistent and incompatible data.";NA;NA
1027287;In addition, the Commission was concerned about the effect of the transaction on competition in the market for granulated blast furnace slag (“GBS”), a cementitious material. GBS is a by-product of steel production that is used as a substitute for clinker in the production of cement and, in its ground form, as a substitute for cement in the production of concrete. The Commission was concerned that the transaction could enable the merged entity to raise GBS prices in the absence of a sufficient competitive constraint from the remaining suppliers.;NA;NA
1482930;A detailed investigation, also known as a second-stage investigation, lasts for a maximum of four months. During the second-stage investigation, implementation of the merger is suspended until the Commission has taken a decision on its compatibility with the common market. The Commission has informed TotalFina and Elf that, since some provisions in the agreement signed by the two companies on 12 September would have the effect of implementing the merger before the Commission had decided on its compatibility, they are in breach of Community law and must be amended.;NA;NA
327733;In the case of today's discussion, 'Friends of Europe' did a remarkable and very extensive analysis of Europe's energy market and their proposed way forward. In an exercise which lasted no less than a year and a half [turn to hosts] you brought together an impressive group of experts from across decision-making levels, financial institutions, civil society organisations, industry and academics. The Report, which your Working Group recently published, therefore constitutes a significant contribution in the construction of the Energy Union, for which I am very grateful.;NA;NA
944528;As announced today by President Jean-Claude Juncker at the Europa Connectivity Forum: EU-Asia Connectivity, the European Commission has recommended that the Council authorise the start of negotiations for an EU-Japan Agreement to allow the transfer and use of Passenger Name Record (PNR) data in order to prevent and combat terrorism and serious transnational crime. The Agreement will set out the framework and conditions for the exchange of PNR data, in full respect of data protection safeguards and fundamental rights, in accordance with the Charter of Fundamental Rights.;NA;NA
500003;You know that in the Digital Agenda we have set ambitious targets for fast and super-fast broadband coverage and take-up in Europe. The roll-out of new and significantly improved broadband networks is key to achieve these important goals. But I am afraid and worried that the current rate of investment is not sufficient to deliver the first class Internet and Internet-based services that European citizens and business need and deserve. And we should not forget that these networks are the source of much of your future income.;NA;NA
679965;The agenda I have set out is ambitious, but we can deliver. The Iraqi people have shown tremendous courage and resilience, particularly in turning out in such large numbers to vote, but also on an everyday basis as they live their lives against a background of violence and intimidation. We owe it to them to show compassion and solidarity in return – with financial assistance but also with moral and political support. They are looking to us to help them make the transition to democracy and security. We must not disappoint them.;NA;NA
1110444;The European Commission is concerned Bulgaria has not assessed the possible impact of wind turbines and other projects in protected areas of the Kaliakra region. On the recommendation of Environment Commissioner Janez Potočnik, the Commission is sending a reasoned opinion to ask Bulgaria to comply with applicable EU laws. If Bulgaria fails to do so within two months, the Commission may refer the case to the EU Court of Justice. Should the case reach the Court, the Commission may ask for interim measures as well as the removal of offending projects.;NA;NA
1661707;The European Commission is concerned Bulgaria has not assessed the possible impact of wind turbines and other projects in protected areas of the Kaliakra region. On the recommendation of Environment Commissioner Janez Potočnik, the Commission is sending a reasoned opinion to ask Bulgaria to comply with applicable EU laws. If Bulgaria fails to do so within two months, the Commission may refer the case to the EU Court of Justice. Should the case reach the Court, the Commission may ask for interim measures as well as the removal of offending projects.;NA;NA
742902;In this context, it should be mentioned that the Commission has already initiated a number of priority tasks to collect, assess and expand the scientific evidence in this area. To mention one example, a study on co-existence, conducted by the Joint Research Centre, was published last year. This study contains important results, based on models, on the potential admixture between GM and non-GM crops and on possible farm management measures for reducing it. Some of the scientists involved in this study are present today and will present additional results.;NA;NA
